hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,
-28.13721,-5.12085,32.99255,-2.137871,-8.149109,-9.797993,
-55.43823,-2.310181,57.07245,-3.550154,-11.40518,-16.57188,
-30.32227,15.67993,54.5166,-4.948764,-12.36389,-23.71192,
11.82861,-2.148438,-14.55688,-4.662649,-11.53519,-22.01919,
110.5225,-26.14746,-82.79877,3597.576,-4.513245,-11.26101,
-33.13599,-23.23303,48.38257,-3.500366,-6.240234,-16.1248,
87.63428,48.72131,-112.648,-0.887146,-1.361084,-3.899119,
-62.04834,-39.67896,96.38214,-2.941895,-4.497375,-12.88304,
37.8479,28.04871,-62.17041,-1.518555,-1.954346,-6.551795,
-2.624512,-0.2685547,2.929688,-1.556702,-1.896667,-6.675197,
-73.29712,8.21228,61.39069,-1.700745,-1.5242,3588.34,
58.61206,14.06555,-69.61517,-0.72052,-0.5189514,-5.857239,
4.547119,-0.2441406,-9.844971,-0.5151367,-0.2832031,-5.285645,
-21.89331,-7.385254,-16.46271,0.5136108,1.113892,-5.770569,
50.72021,10.2417,-39.42566,0.8886719,1.169586,-2.207031,
9.082031,1.73645,-6.394958,0.9243774,1.146545,-1.578674,
17.39502,9.194946,-14.65302,1.062927,1.291656,-0.3604126,
13.98315,5.841064,-9.765625,1.081848,1.298218,0.5862427,
84.74121,17.08984,-99.48273,4.068298,5.306091,8.52417,
32.91016,-9.640503,-13.45673,4.052429,5.496521,11.52405,
-5.566406,8.618164,13.48114,-3596.34,5.350647,-3588.594,
-21.55762,9.231567,33.62732,2.707808,4.517365,9.920184,
3.619385,0.3204346,-0.6484985,2.814183,5.019073,10.41584,
23.44971,5.438232,-14.86511,3.473197,7.13974,13.13153,
-38.62915,-13.08594,36.1084,2.293369,5.120087,9.121973,
2.55127,4.910278,5.381775,2.070974,5.935211,9.664555,
77.13623,14.17236,-45.13245,2.995241,10.78644,18.30568,
45.12329,-27.07214,1.052856,1.664826,12.89917,23.56487,
51.19629,-0.7385254,-31.59943,1.797926,16.32187,30.26711,
-78.2959,33.55103,52.53601,-0.8240938,8.592682,20.88608,
-22.9187,-13.36975,18.15796,-0.9019613,7.137299,17.86959,
2.642822,-11.48376,10.16846,-1.487361,5.528564,16.42332,
-8.557129,-2.862549,1.719666,-1.498064,5.409393,16.06125,
-1.928711,-6.30188,10.15015,-2.00227,4.484253,13.91251,
41.44287,2.706909,-12.05444,-2.759521,5.681763,17.79692,
19.84253,-28.28369,26.57623,-4.478225,4.434814,16.35502,
89.70947,-9.176636,-7.791138,-6.921044,6.115265,23.41078,
-192.157,21.07849,35.34851,3597.085,1.797485,9.33279,
-1.165771,9.222412,6.246948,-3.129578,1.457214,9.731903,
-34.42383,-13.27209,-1.876831,-1.772461,0.4548645,9.088249,
-7.287598,-2.441406,-0.1358032,-1.496277,0.2429199,8.992767,
39.01367,-0.9765625,-15.70282,-1.626892,0.2714539,15.48159,
-30.92651,-1.672363,-2.966309,-0.7144165,0.1029968,11.78776,
11.87744,-6.240845,-13.13171,-0.1251221,0.01312256,13.57567,
48.69995,-14.66064,-36.61652,1.094666,-0.2336121,21.12602,
-36.56006,4.202271,10.43091,1.213684,0.4473877,14.40132,
-84.08813,11.36475,36.86371,0.748291,1.26358,-0.1245117,
-19.15283,-2.600098,-0.4272461,1.040649,2.266846,-3.50563,
-25.62256,2.954102,18.80035,0.6417847,1.931458,-5.711098,
-6.744385,-0.8239746,1.437378,0.6842041,2.12616,-6.833153,
-45.8252,-5.609131,9.350586,0.9518433,3.516541,-14.72931,
-8.428955,7.611084,0.6088257,1.322632,2.440338,-15.57884,
-74.95728,15.81421,4.194641,-3596.992,1.542969,-27.06533,
-1.776123,1.907349,4.121399,2.928884,1.338043,-25.57686,
